educ,exper,exper_sq,ability,female,union,height,commute_km,birth_month,favorite_number,clothing_color,log_wage
10.96126,16.138346,260.4462,-1.2523935,1.0,0.0,170.84505,6.6,6.0,6.0,white,4.129046
13.031532,3.9517949,15.616683,0.36363187,0.0,0.0,177.97995,12.1,2.0,6.0,black,3.6800277
16.533823,18.362862,337.1947,0.8868874,1.0,0.0,179.23509,0.7,3.0,7.0,black,4.9884043
12.5846615,12.095095,146.29132,-0.4207618,1.0,0.0,159.49376,2.2,1.0,1.0,blue,4.885862
14.887639,6.474941,41.92486,-2.604214,0.0,1.0,178.68773,2.4,2.0,4.0,black,4.3128247
15.549268,9.721154,94.50084,0.19894814,0.0,1.0,158.13664,13.4,2.0,1.0,gray,5.2840514
12.146139,12.791635,163.62592,0.43673855,1.0,0.0,175.87856,2.1,8.0,6.0,other,5.387951
13.880949,10.380027,107.74496,0.40429476,0.0,0.0,176.19739,8.5,8.0,4.0,blue,3.9986017
7.517465,12.69378,161.13205,1.2357821,1.0,0.0,150.88683,2.4,2.0,1.0,white,4.135275
11.951224,5.396632,29.123638,-1.0710536,0.0,0.0,170.9298,19.8,6.0,9.0,black,4.6515875
13.4948635,10.846804,117.65315,0.68021613,0.0,0.0,165.31503,28.5,5.0,4.0,black,4.5650096
11.504434,2.9314275,8.593267,1.1925075,1.0,0.0,162.41235,7.3,3.0,6.0,black,4.3209
17.264822,9.44387,89.186676,-1.7785876,1.0,1.0,183.50853,4.3,5.0,7.0,blue,4.1815124
11.139717,5.4804616,30.03546,0.3196518,1.0,0.0,163.46321,2.7,5.0,8.0,other,3.4062965
13.119911,6.3223505,39.972115,-0.50417984,0.0,0.0,161.93623,0.5,5.0,9.0,black,4.373794
14.261481,16.180466,261.80746,-0.08152267,1.0,0.0,170.75694,3.1,3.0,9.0,gray,4.9271455
16.882547,15.456551,238.90495,0.3476765,1.0,0.0,176.8559,10.6,3.0,8.0,blue,5.5682573
11.128276,13.045691,170.19005,-0.48722857,1.0,0.0,168.58351,7.6,4.0,3.0,other,4.6448
16.326328,4.5384364,20.597404,-0.67570806,1.0,1.0,181.66371,28.8,7.0,2.0,black,4.548007
14.020466,8.417957,70.86201,0.03415242,1.0,0.0,175.30975,5.0,12.0,5.0,black,4.84263
12.036983,16.065489,258.09995,-1.087246,0.0,0.0,148.21788,11.8,12.0,1.0,black,4.068413
14.924207,10.708585,114.67379,-1.0858251,0.0,0.0,164.70534,6.7,12.0,3.0,blue,4.946062
14.398119,21.596647,466.41516,0.67937326,1.0,0.0,164.38158,7.2,2.0,1.0,black,4.962689
12.799566,11.966589,143.19925,-1.148794,0.0,0.0,174.79361,3.1,10.0,3.0,white,4.4303713
14.139605,10.960245,120.126976,0.6663125,1.0,0.0,143.75183,6.1,4.0,4.0,gray,4.73676
13.229373,8.454417,71.47717,0.4625913,0.0,0.0,195.4901,6.4,4.0,7.0,gray,3.733489
14.227035,10.667705,113.79992,-1.7258067,1.0,1.0,175.31026,12.3,1.0,5.0,blue,3.716805
15.324262,9.237651,85.33419,-0.6775647,1.0,0.0,171.48877,28.2,10.0,5.0,black,4.3494434
17.172033,13.540544,183.34631,1.1941094,0.0,0.0,181.81567,4.0,8.0,1.0,blue,4.6597795
11.524369,14.783511,218.5522,-0.9811655,0.0,0.0,193.43654,0.4,1.0,8.0,other,4.567428
18.266068,6.0700526,36.84554,-0.46440426,0.0,0.0,178.70747,6.9,8.0,4.0,white,5.3869443
10.095824,3.343835,11.181233,0.4620609,1.0,0.0,179.48813,7.9,7.0,5.0,white,3.6829233
13.69643,0.8189731,0.670717,0.7833905,1.0,0.0,171.3069,1.8,9.0,2.0,white,3.4382124
15.176635,12.539957,157.25052,-0.25153887,0.0,0.0,168.58475,14.3,8.0,1.0,black,5.498827
14.561984,4.483167,20.098787,-0.5975102,1.0,0.0,165.24205,41.9,5.0,9.0,black,5.002417
12.754601,0.764453,0.5843884,1.4223698,0.0,0.0,161.73888,29.1,8.0,2.0,black,4.3876038
13.5837555,11.942893,142.63269,1.7388997,0.0,1.0,163.12985,2.2,11.0,6.0,blue,5.651497
13.013998,22.464998,504.67615,0.97885805,1.0,0.0,156.49445,20.8,10.0,1.0,black,4.840907
12.821271,9.9696455,99.39383,0.08531814,0.0,0.0,169.24129,12.2,12.0,1.0,blue,4.7084894
15.699204,14.192454,201.42577,-0.80826575,0.0,0.0,153.15332,6.0,12.0,9.0,gray,4.743157
14.714031,10.409147,108.35035,-0.8304444,0.0,1.0,171.90916,7.8,3.0,4.0,white,4.84841
12.614181,9.505551,90.35551,0.5225141,0.0,0.0,169.63669,18.9,10.0,9.0,gray,4.955592
15.7992,14.595383,213.02519,0.41839823,0.0,0.0,171.46936,6.5,7.0,5.0,other,6.3099895
14.614599,8.548627,73.079025,1.4015986,0.0,0.0,164.77869,4.7,12.0,7.0,black,4.2823925
15.625724,11.336962,128.5267,0.6504501,1.0,0.0,200.7686,6.8,4.0,1.0,black,4.706256
15.259257,11.608489,134.75702,-1.5030802,0.0,0.0,183.60117,8.7,5.0,6.0,gray,3.884641
12.34201,6.659548,44.34958,1.0519476,0.0,0.0,157.55458,2.1,9.0,8.0,black,5.2655244
12.879638,14.960212,223.80794,-0.99806064,0.0,0.0,172.32867,23.1,7.0,1.0,black,4.0623665
15.494587,9.125201,83.269295,-0.38397127,0.0,0.0,163.91994,11.2,4.0,9.0,blue,3.9708376
15.22074,6.2212744,38.704254,0.2502002,1.0,0.0,159.85521,10.0,6.0,3.0,black,4.6993265
13.958197,12.682549,160.84706,1.9956675,1.0,0.0,156.59927,1.0,10.0,1.0,blue,5.7649074
14.234654,5.50766,30.334318,3.1099186,0.0,0.0,174.32217,9.3,11.0,1.0,blue,5.5446024
16.55533,10.140905,102.83796,0.60672307,1.0,0.0,163.1862,1.3,7.0,6.0,blue,4.9429955
12.816857,9.954405,99.09017,-0.18319662,1.0,1.0,179.67825,0.8,10.0,6.0,gray,4.6294737
15.094194,15.429478,238.06879,0.53450567,1.0,1.0,179.93782,7.5,9.0,1.0,blue,5.8428755
13.595614,12.373491,153.10329,0.88765544,0.0,1.0,183.73915,5.2,4.0,3.0,black,4.7634625
13.564637,9.874866,97.51297,-0.32066762,0.0,0.0,161.47614,8.9,10.0,7.0,black,4.3935843
16.197554,14.088832,198.49518,1.7952113,0.0,0.0,174.75366,0.9,3.0,3.0,blue,5.2989254
15.650833,16.951038,287.3377,0.23007075,1.0,0.0,176.32454,5.6,8.0,3.0,gray,4.2509336
15.627019,12.789051,163.55983,0.4977431,0.0,0.0,165.25822,1.9,1.0,3.0,white,4.908085
16.610958,10.051764,101.03795,0.66592425,1.0,0.0,162.28229,43.5,9.0,7.0,gray,5.414053
14.042007,3.4408188,11.839234,0.4215866,0.0,0.0,186.0952,8.2,1.0,4.0,black,4.6896086
15.363906,4.674432,21.850313,0.8389405,0.0,0.0,172.27496,11.6,2.0,4.0,gray,5.095092
13.379466,8.473877,71.80659,-0.6172532,1.0,0.0,176.35968,3.9,8.0,3.0,gray,4.0624704
14.648333,6.952439,48.336407,-0.55830175,0.0,0.0,161.77924,1.0,9.0,9.0,blue,4.688146
13.739714,9.065144,82.17683,-1.1001543,0.0,1.0,157.80716,37.2,7.0,2.0,blue,4.197355
14.193992,10.28325,105.745224,0.43950123,1.0,0.0,164.3055,3.4,3.0,4.0,blue,4.2954683
15.190314,12.648464,159.98364,0.7789365,1.0,0.0,168.75978,5.5,7.0,8.0,gray,4.8682075
12.363559,9.647506,93.07436,0.45777288,1.0,1.0,159.3578,10.5,6.0,6.0,gray,4.643511
18.184774,12.432508,154.56726,1.6744925,1.0,0.0,169.90155,0.3,2.0,7.0,black,5.5978165
11.987966,10.322372,106.55138,-0.005596019,1.0,0.0,153.11494,16.6,3.0,7.0,gray,3.9404192
11.571623,0.12266717,0.0150472345,0.66874164,1.0,0.0,158.79953,7.7,11.0,2.0,black,3.4215622
16.316221,5.3033233,28.125238,-1.0917009,0.0,0.0,176.7091,3.3,12.0,4.0,black,6.0434675
15.583325,9.279562,86.11027,-0.3870997,0.0,1.0,176.0379,0.6,10.0,6.0,other,5.5147805
15.2482395,3.9515264,15.614561,0.69553775,0.0,0.0,166.08124,1.8,10.0,3.0,other,4.8891716
15.256691,12.999643,168.99072,0.84910214,0.0,0.0,159.82236,22.5,12.0,9.0,black,4.995163
13.975507,17.653753,311.655,-0.29396695,1.0,0.0,159.72597,11.6,5.0,4.0,blue,4.244795
12.205491,16.09381,259.01068,-0.07159925,1.0,0.0,166.26732,2.9,10.0,2.0,black,4.1541414
14.151609,8.932786,79.79466,-1.5178738,1.0,1.0,176.44519,0.7,4.0,6.0,blue,4.39586
12.645677,17.45363,304.6292,-0.3570292,0.0,0.0,179.28246,11.7,2.0,1.0,white,3.609965
15.950239,10.743338,115.419304,0.8903832,1.0,0.0,165.03468,8.5,4.0,6.0,other,4.059618
13.705885,8.31457,69.13208,0.575205,0.0,0.0,158.46507,5.2,12.0,1.0,gray,4.310985
12.349006,6.9329867,48.066303,0.5006657,1.0,0.0,172.67844,4.5,8.0,8.0,blue,4.1489997
13.357228,8.487652,72.04023,0.049773686,1.0,1.0,161.76465,2.4,5.0,5.0,gray,4.3836102
14.825863,8.059116,64.949356,0.007063159,0.0,0.0,164.81747,11.1,5.0,6.0,blue,5.3833036
12.872551,10.852081,117.76767,-0.6603211,0.0,0.0,183.25276,35.3,12.0,2.0,other,3.557961
12.355559,10.80287,116.701996,0.6988284,0.0,0.0,178.27115,1.9,12.0,2.0,white,4.1838384
14.487374,10.01523,100.30483,0.42097294,1.0,0.0,171.57974,9.1,10.0,9.0,gray,5.2390046
14.489933,12.18469,148.46667,0.49201885,1.0,0.0,157.2808,5.5,3.0,3.0,blue,4.6446695
12.986114,15.953232,254.5056,-0.52603483,1.0,1.0,172.11397,5.9,8.0,6.0,black,5.0115175
13.057923,14.74777,217.49673,-2.153343,0.0,0.0,180.62657,2.9,6.0,5.0,black,5.1133456
14.4641,2.5755103,6.633253,1.0971527,0.0,1.0,166.24367,17.4,2.0,4.0,white,4.5948977
11.103831,2.7696056,7.6707153,-0.47883746,1.0,0.0,183.51114,6.6,2.0,2.0,blue,3.3547142
11.185073,14.671599,215.25583,-0.86277574,1.0,0.0,182.92746,7.8,9.0,8.0,blue,3.6908937
12.563111,3.1656065,10.021065,0.6934789,0.0,0.0,186.63733,3.6,7.0,7.0,blue,3.260455
13.573106,8.876173,78.786446,-0.39201263,0.0,0.0,173.05243,2.0,10.0,2.0,white,4.236548
14.621815,4.149435,17.217812,1.0599364,1.0,1.0,175.87392,0.9,9.0,6.0,black,5.1805363
16.950712,0.9900978,0.9802937,0.61700594,0.0,0.0,184.14188,12.5,6.0,8.0,white,5.0255785
15.71532,12.707314,161.47581,0.6835693,0.0,0.0,174.47394,2.2,5.0,7.0,white,5.438695
13.680123,13.795775,190.32343,-1.3659557,0.0,0.0,164.98766,11.7,12.0,1.0,other,4.160198
13.961967,7.117448,50.658066,1.211944,0.0,0.0,165.51457,4.9,1.0,5.0,blue,4.4456215
11.994942,2.9552114,8.733274,0.26125053,1.0,0.0,172.38554,5.4,12.0,2.0,black,4.3677616
13.962974,7.268778,52.835133,-0.36927715,1.0,0.0,157.09439,6.3,6.0,6.0,blue,3.8367596
13.422683,11.95902,143.01816,0.14338847,1.0,0.0,168.56741,4.6,6.0,7.0,blue,4.4708133
14.645437,2.605442,6.788328,-1.7762352,0.0,0.0,180.96547,1.1,3.0,7.0,black,3.983962
12.345538,10.9168,119.17651,0.4086528,0.0,0.0,148.08746,3.7,3.0,3.0,gray,5.220684
15.038693,9.92345,98.47487,-1.0293715,0.0,0.0,185.34482,10.9,3.0,7.0,blue,4.9810996
17.065477,12.896458,166.31862,-1.3526703,0.0,0.0,181.22374,11.0,3.0,5.0,white,4.1814938
13.782479,10.597902,112.31554,-1.5223591,1.0,0.0,165.40236,3.4,7.0,8.0,black,3.3165646
14.803424,5.1346555,26.364687,1.1126884,0.0,1.0,175.43391,6.2,10.0,8.0,gray,5.4198546
15.380288,15.982858,255.45174,-0.6292634,0.0,0.0,170.03148,2.1,11.0,7.0,white,4.8210783
13.197559,9.207352,84.77532,1.5337278,0.0,0.0,182.2999,2.4,2.0,6.0,white,4.6031456
14.448185,9.863478,97.28819,-0.5358015,0.0,0.0,179.82683,0.2,10.0,2.0,white,5.035612
14.025185,5.33366,28.447931,-1.707358,0.0,0.0,155.9993,22.7,10.0,6.0,gray,4.0622396
14.195353,7.783589,60.584255,-1.1165245,0.0,0.0,175.87262,2.4,2.0,9.0,other,4.282832
12.45398,5.5759864,31.091623,1.2358116,1.0,0.0,167.94373,2.6,3.0,2.0,blue,4.5704317
14.049021,9.13527,83.45316,-0.15589818,0.0,0.0,170.82832,3.3,10.0,1.0,blue,4.345487
14.995996,18.558542,344.4195,-0.5482873,0.0,0.0,162.71828,1.4,12.0,5.0,black,5.6656804
16.902287,3.1404943,9.862704,0.16001822,1.0,0.0,187.48137,10.2,7.0,6.0,black,4.0598907
15.918542,1.932193,3.73337,0.5017827,1.0,1.0,180.40062,0.8,3.0,3.0,black,5.0038896
18.306364,17.355852,301.22562,1.1173989,1.0,1.0,162.6023,1.4,7.0,8.0,black,6.5323462
12.465305,8.953382,80.16304,1.4484992,1.0,0.0,156.6539,10.3,9.0,7.0,black,3.7003126
15.744641,6.6546364,44.284184,-0.35976866,0.0,0.0,166.14328,4.2,11.0,2.0,black,4.4550805
14.366684,15.199523,231.0255,-1.3260477,0.0,1.0,174.34503,12.3,10.0,7.0,black,5.4255395
18.379606,6.9719224,48.6077,-0.41346517,0.0,0.0,172.40205,8.2,12.0,1.0,other,5.6019044
12.383404,19.130049,365.95877,0.26028052,1.0,1.0,182.53133,3.0,11.0,9.0,black,4.668677
12.320557,13.389629,179.28218,-0.96375895,1.0,0.0,177.8992,10.5,4.0,7.0,gray,3.5639038
12.801215,7.560443,57.160297,-0.95715094,0.0,1.0,179.6957,1.2,7.0,6.0,black,4.9053283
9.752209,20.786541,432.0803,0.34378788,0.0,0.0,173.26855,7.7,9.0,2.0,other,4.955665
12.94849,6.9714255,48.600773,-0.04865235,1.0,1.0,156.10701,5.7,8.0,3.0,white,3.7674637
12.481734,13.710477,187.97717,0.032796994,0.0,0.0,168.04301,3.1,8.0,1.0,gray,3.9131536
14.300788,11.496463,132.16866,-0.75849533,1.0,0.0,180.60089,9.3,9.0,5.0,gray,4.325742
14.683512,16.508707,272.5374,-0.23040071,1.0,1.0,169.48477,20.5,5.0,9.0,black,5.227592
17.752342,17.807556,317.10907,-0.92423314,1.0,0.0,175.0309,68.2,5.0,6.0,other,4.7336025
15.900847,10.160021,103.22602,0.8901984,1.0,0.0,166.81252,9.4,3.0,5.0,white,5.153698
12.846192,6.2329106,38.849174,1.0352494,1.0,0.0,159.70189,5.2,5.0,3.0,white,3.8657985
12.203171,12.299861,151.28658,-1.8461878,0.0,0.0,168.76656,2.6,8.0,5.0,gray,2.8982873
14.983838,6.611423,43.710915,-0.92951083,1.0,1.0,173.09047,3.0,12.0,8.0,blue,4.2062225
11.359533,20.066936,402.68195,-1.4965292,1.0,0.0,163.44312,6.5,5.0,2.0,white,3.8627481
17.662918,10.682676,114.119576,-0.65002394,0.0,0.0,167.64288,4.6,4.0,5.0,black,4.875853
16.358881,8.173392,66.804344,-0.08343797,0.0,0.0,160.60536,24.5,8.0,6.0,gray,4.27727
13.061648,10.923402,119.32071,-1.4496452,0.0,0.0,181.19244,4.6,7.0,8.0,black,3.2250948
10.57373,3.2643685,10.656102,-0.9218598,0.0,0.0,167.05544,4.7,6.0,8.0,other,3.2837563
16.707745,5.1419296,26.43944,-1.0039574,1.0,0.0,184.52756,4.8,5.0,5.0,black,4.6860757
13.770921,16.00207,256.06622,0.20726733,1.0,0.0,185.28748,18.1,5.0,9.0,black,5.1496115
16.475632,6.7155285,45.098324,0.069344334,0.0,1.0,169.18954,10.5,10.0,4.0,gray,5.790371
10.811145,4.765445,22.709469,-0.72173756,0.0,0.0,159.91551,9.5,2.0,9.0,white,3.2965
12.8012495,12.683264,160.86517,0.17682087,1.0,0.0,149.14102,4.1,4.0,7.0,gray,3.6876698
14.010488,15.928521,253.71779,-0.5466801,0.0,1.0,155.27963,17.0,8.0,6.0,black,5.2652135
14.093961,13.594767,184.81767,-0.2716551,0.0,0.0,156.26166,0.4,8.0,4.0,black,4.9945984
13.099869,14.980238,224.40753,1.6734521,1.0,1.0,183.7847,20.5,11.0,2.0,white,5.3078346
15.2457,6.2160244,38.638958,1.340461,0.0,0.0,171.15825,7.2,1.0,8.0,other,3.949261
11.864759,2.8909466,8.357573,-1.2995813,0.0,1.0,173.89604,5.1,2.0,6.0,white,3.5364754
13.715241,17.506668,306.48343,0.8297324,0.0,0.0,147.79579,6.9,5.0,3.0,blue,4.9937916
14.240591,8.3866005,70.33507,0.81139654,0.0,1.0,158.02034,11.0,9.0,7.0,other,5.365408
15.028877,8.745835,76.48963,-1.1482633,1.0,0.0,178.8708,0.1,10.0,7.0,blue,4.49918
15.42323,16.64097,276.92188,0.8187776,0.0,0.0,172.86774,20.5,11.0,6.0,blue,5.3118424
11.750716,12.78115,163.35779,1.5379319,0.0,0.0,168.52795,5.9,12.0,2.0,blue,4.9159937
10.931771,12.279439,150.78462,-1.1225448,1.0,0.0,175.64842,4.2,11.0,8.0,blue,3.687544
16.555353,20.825012,433.68112,-0.9175028,1.0,0.0,186.35797,1.5,7.0,1.0,white,5.1125565
14.664628,6.7824087,46.00107,1.0176615,0.0,0.0,167.78958,5.8,10.0,1.0,blue,4.971486
12.503027,14.6392,214.30618,0.2714953,0.0,0.0,170.6937,6.9,5.0,6.0,blue,4.6402426
17.102304,10.285066,105.78258,0.5514763,1.0,0.0,171.92596,5.2,1.0,5.0,black,4.7803516
14.231349,11.342961,128.66277,0.34058923,0.0,0.0,193.9211,11.4,6.0,9.0,black,4.812411
16.358595,17.642342,311.25223,0.39069593,0.0,0.0,149.00644,5.5,12.0,7.0,gray,5.541047
14.135037,12.539179,157.231,-1.3264722,1.0,0.0,176.83223,32.5,8.0,2.0,black,4.217495
18.121496,12.691481,161.07368,1.0473177,1.0,0.0,168.85197,9.1,7.0,7.0,black,5.470882
17.510681,15.362536,236.00752,1.16959,1.0,0.0,175.66772,16.5,2.0,3.0,gray,5.9761047
13.502071,8.175237,66.834496,-0.22939074,1.0,0.0,163.42627,1.2,12.0,1.0,gray,4.2242246
15.943142,5.8039517,33.685856,-0.04347695,1.0,0.0,169.51035,5.1,5.0,8.0,white,4.0706544
15.290751,4.7759542,22.809738,-1.5311075,0.0,0.0,177.1141,4.1,11.0,3.0,blue,4.616387
16.737263,0.16821705,0.028296975,0.51425475,1.0,1.0,201.1291,8.4,4.0,8.0,white,4.016119
12.070153,20.281036,411.32043,0.5720574,0.0,0.0,178.08037,19.7,9.0,7.0,other,4.218373
15.372103,4.4839582,20.10588,-0.062191017,0.0,0.0,161.51935,0.8,10.0,2.0,white,4.707123
16.11685,8.893732,79.09847,1.1243534,1.0,0.0,165.7624,0.8,1.0,1.0,gray,5.1113396
10.482521,8.615933,74.23431,-0.33407724,1.0,0.0,165.46587,19.0,12.0,7.0,blue,3.0090547
11.633483,11.537033,133.10313,0.56460595,0.0,0.0,152.04356,2.4,6.0,1.0,other,4.253884
9.9215355,14.078686,198.2094,-1.0196643,1.0,0.0,166.6991,11.0,3.0,6.0,black,3.2767842
13.461186,14.302367,204.55771,-0.023552151,0.0,0.0,177.3283,7.8,11.0,8.0,black,4.4235363
15.435084,7.084613,50.19174,-0.17435426,0.0,0.0,157.25768,17.9,9.0,7.0,blue,5.118358
17.004715,9.1643915,83.98607,0.22530793,0.0,0.0,180.48483,1.3,5.0,4.0,black,5.426164
14.14819,11.4129,130.25429,-0.36952692,1.0,0.0,174.87775,1.4,6.0,1.0,other,4.274805
17.25723,8.756544,76.67706,-0.1314726,1.0,0.0,162.65767,8.1,11.0,1.0,gray,4.431451
11.239797,18.036728,325.32355,0.8260472,0.0,0.0,168.5847,29.3,9.0,4.0,gray,3.974537
10.593235,12.454875,155.12392,-0.43676424,1.0,1.0,185.98322,5.4,9.0,5.0,gray,4.832056
13.888905,13.674389,186.9889,-1.6065772,0.0,0.0,177.33548,4.0,8.0,7.0,blue,4.6112227
14.768131,13.314406,177.27342,1.749584,1.0,0.0,170.08783,9.3,9.0,4.0,black,4.620872
13.93461,15.86737,251.77342,1.3814541,0.0,1.0,167.62317,26.7,4.0,1.0,gray,5.845624
9.865116,10.9051075,118.92137,-1.2922627,0.0,0.0,170.7661,18.1,6.0,7.0,gray,3.6569748
13.82176,3.5158403,12.361133,0.6897078,1.0,0.0,164.88237,54.0,5.0,2.0,blue,4.0007257
11.391061,11.99844,143.96255,-0.50297475,0.0,0.0,148.9525,0.2,5.0,2.0,white,4.376465
15.339345,6.7432156,45.470955,0.26348722,0.0,1.0,190.42178,1.2,4.0,8.0,black,4.7051463
14.733196,7.3569164,54.124218,0.29422414,1.0,0.0,171.55325,9.4,2.0,5.0,black,4.1989474
12.12024,12.93182,167.23196,-0.2344078,1.0,0.0,173.98148,17.2,12.0,2.0,black,4.128842
12.972266,16.191416,262.16196,-0.7837657,0.0,0.0,169.42093,3.4,6.0,5.0,blue,4.2094955
11.881573,10.106358,102.138466,-0.690541,0.0,1.0,162.64883,2.7,9.0,8.0,white,4.7983866
13.874641,11.544165,133.26773,-0.91619194,0.0,0.0,168.14076,15.5,12.0,6.0,white,5.3460636
15.910285,18.511074,342.65985,-0.8318222,0.0,0.0,154.00606,0.6,1.0,3.0,blue,4.5694427
12.028548,11.203766,125.52437,-0.06717829,0.0,1.0,192.77086,4.6,7.0,8.0,gray,3.8516262
15.008093,23.008415,529.38715,-0.71576,1.0,0.0,157.65488,7.0,6.0,9.0,gray,3.6225214
12.939485,12.827548,164.54599,0.6820521,1.0,0.0,159.68034,8.2,3.0,5.0,black,4.3413086
12.414254,1.1961862,1.4308614,1.4872462,0.0,0.0,165.59741,13.0,1.0,2.0,black,3.972708
13.785939,13.766708,189.52226,-0.58005327,0.0,0.0,182.88075,4.4,4.0,2.0,other,4.6632886
11.929515,11.905792,141.7479,0.2394045,0.0,1.0,170.1451,9.5,9.0,7.0,gray,4.8381767
12.892701,16.448763,270.5618,0.4996851,0.0,0.0,157.63864,8.8,2.0,1.0,other,3.9735818
11.604244,13.365907,178.64746,0.47200227,1.0,1.0,182.54338,7.9,3.0,2.0,blue,3.624502
17.929451,9.30772,86.63365,0.075955264,0.0,0.0,177.31001,10.2,2.0,4.0,gray,5.3282022
14.070527,3.8785088,15.04283,0.7426824,0.0,0.0,175.38435,3.0,2.0,1.0,black,4.5816317
12.600549,8.954884,80.18994,0.48224896,1.0,1.0,177.15735,0.9,10.0,4.0,black,4.3048377
14.427959,5.747398,33.03258,-1.2376624,0.0,0.0,193.94362,1.3,11.0,5.0,blue,3.338018
13.775344,7.0973825,50.37284,0.86915606,1.0,0.0,191.85095,2.5,11.0,9.0,blue,4.5947556
13.558061,12.942892,167.51845,0.88729084,0.0,0.0,163.13284,6.9,8.0,1.0,black,5.500537
15.228333,18.349522,336.70496,-0.7632861,1.0,1.0,186.23885,18.4,3.0,5.0,black,5.0466857
15.515016,11.973357,143.36128,0.037937835,1.0,0.0,173.83168,12.1,7.0,2.0,black,4.18804
12.938997,4.0205846,16.1651,0.683329,1.0,0.0,174.99095,15.6,8.0,9.0,gray,4.0590277
12.848364,12.223013,149.40204,-0.20931382,1.0,0.0,153.07729,4.3,3.0,6.0,blue,3.4758475
13.449897,15.983157,255.46132,1.072978,0.0,0.0,168.29614,5.2,2.0,2.0,black,5.518237
9.396157,6.9510856,48.31759,2.3638725,0.0,0.0,161.87177,5.0,8.0,3.0,black,4.4100614
10.969618,9.329914,87.047295,-0.785986,1.0,0.0,178.2806,2.1,3.0,8.0,black,2.7376153
16.73375,10.073441,101.474205,-1.3810446,1.0,0.0,180.7108,0.6,7.0,1.0,gray,4.217396
17.289936,6.0755086,36.911804,0.30381858,0.0,0.0,149.25514,8.9,12.0,3.0,black,5.2287145
13.501928,13.241403,175.33475,0.7215625,0.0,0.0,169.77965,45.3,1.0,1.0,white,4.6583056
15.153114,9.395259,88.27089,-0.23086637,0.0,1.0,181.21861,1.8,12.0,8.0,black,4.9027476
14.6225,12.097662,146.35342,1.4532607,0.0,0.0,168.13321,0.5,6.0,1.0,black,4.5239954
20.157763,5.562539,30.941841,-1.3386058,0.0,1.0,177.29063,15.1,12.0,5.0,white,5.6250935
16.23915,7.8127084,61.038414,0.6929186,1.0,0.0,173.51166,2.9,12.0,4.0,gray,4.3925915
13.744164,13.611907,185.28401,-0.6058608,0.0,0.0,173.4166,17.7,9.0,7.0,black,3.4633665
12.088919,8.135835,66.1918,1.7193779,0.0,1.0,167.28685,12.2,12.0,5.0,white,4.8295116
10.787107,18.634819,347.25647,1.9925153,1.0,0.0,157.8342,29.1,3.0,8.0,blue,5.0776024
14.406927,8.001819,64.0291,-0.7666566,1.0,0.0,158.7847,5.3,7.0,1.0,white,3.8919902
12.487299,11.123424,123.73055,-0.54955715,1.0,1.0,177.09352,10.8,6.0,5.0,gray,5.1983733
11.155493,14.662954,215.00223,0.8595879,1.0,0.0,170.19458,6.3,8.0,4.0,gray,4.4674807
12.706854,2.9081714,8.457461,-0.38713065,0.0,0.0,168.61488,10.0,3.0,3.0,other,4.1446576
11.836904,1.195956,1.4303107,-0.045411218,1.0,0.0,165.7611,6.0,3.0,5.0,black,3.4703107
17.374283,2.3717184,5.625048,0.02538842,0.0,0.0,166.9481,2.1,4.0,3.0,gray,4.7150245
15.76328,16.31292,266.11136,-1.9196732,0.0,0.0,180.46912,7.1,3.0,8.0,blue,4.4655256
13.984055,7.2407093,52.42787,-0.013837746,1.0,0.0,166.64755,7.5,9.0,3.0,black,4.025029
16.959888,22.790997,519.4295,-0.6897278,1.0,0.0,156.58936,16.6,11.0,1.0,black,5.185015
14.1547365,7.178762,51.534622,-0.49312282,0.0,0.0,177.43652,13.3,4.0,9.0,black,3.9112058
12.2774315,10.922756,119.3066,1.443632,0.0,0.0,167.95123,10.9,6.0,9.0,gray,4.200635
17.046247,17.71055,313.6636,-1.2565069,0.0,0.0,170.31396,1.2,8.0,6.0,gray,4.430183
15.07782,20.030464,401.21948,0.8132052,0.0,0.0,186.07579,12.8,11.0,1.0,gray,6.28841
11.925508,20.307518,412.3953,-0.27896294,0.0,0.0,169.79439,6.9,8.0,8.0,black,4.790313
13.619323,16.041832,257.34036,-0.27976018,1.0,0.0,172.89183,22.5,5.0,2.0,blue,4.5303736
12.248763,15.120313,228.62386,0.7903719,0.0,0.0,158.21077,25.2,5.0,9.0,other,4.184746
11.234401,12.962635,168.0299,0.3400513,1.0,0.0,167.8033,0.6,6.0,8.0,blue,4.3915725
15.852355,13.891806,192.98227,0.570613,1.0,0.0,176.09526,17.2,10.0,3.0,gray,4.8027472
17.818832,7.2440715,52.47657,0.96818465,1.0,1.0,154.44626,0.4,7.0,5.0,white,5.454123
11.202865,5.9090056,34.916348,-0.3313084,1.0,0.0,172.00845,4.6,10.0,9.0,white,3.1289167
15.125938,9.983128,99.662834,-0.61223674,0.0,0.0,171.0079,7.8,7.0,1.0,blue,4.695291
12.698715,9.149076,83.7056,-1.0851505,0.0,0.0,170.41287,1.6,4.0,9.0,white,3.8868425
13.025749,7.7338595,59.812584,-0.82541054,1.0,0.0,180.37158,13.7,6.0,4.0,blue,3.468923
12.815212,13.481937,181.76263,2.9490945,1.0,1.0,173.34439,0.1,7.0,4.0,white,5.7037616
12.272018,14.776526,218.34573,1.2446796,1.0,1.0,184.78072,1.8,5.0,4.0,black,4.101364
